epoch,loss,val_loss
0,948.0774536132812,802.2783813476562
1,933.5625,798.129638671875
2,913.3636474609375,789.12744140625
3,886.9778442382812,772.8200073242188
4,851.1519165039062,744.9769897460938
5,801.0186767578125,703.2943725585938
6,739.755859375,646.4489135742188
7,663.8806762695312,571.7657470703125
8,580.3058471679688,483.3193664550781
9,488.3741455078125,391.851318359375
10,406.96514892578125,309.3636474609375
11,331.4591064453125,245.43824768066406
12,271.2759094238281,200.68560791015625
13,225.13253784179688,170.94387817382812
14,191.80067443847656,149.83984375
15,165.88722229003906,134.03485107421875
16,146.7490692138672,121.28359985351562
17,131.85507202148438,110.80197143554688
18,119.67192840576172,101.63565063476562
19,109.72770690917969,93.94435119628906
20,101.79147338867188,86.98393249511719
21,94.81831359863281,80.81915283203125
22,89.29292297363281,76.10240936279297
23,84.52681732177734,71.89635467529297
24,80.70372772216797,68.48796081542969
25,77.47443389892578,65.54371643066406
26,74.91097259521484,63.06108093261719
27,72.7920150756836,60.77603530883789
28,71.02428436279297,59.37454605102539
29,69.60509490966797,58.20377731323242
30,68.49165344238281,57.151607513427734
31,67.5667495727539,56.26902389526367
32,66.8564453125,55.10407638549805
33,66.3049087524414,54.66639709472656
34,65.83673095703125,54.46902847290039
35,65.42010498046875,54.173683166503906
36,65.12036895751953,53.81796646118164
37,64.96504974365234,53.319393157958984
38,64.81104278564453,53.15370559692383
39,64.65129089355469,52.93470001220703
40,64.57218933105469,52.634891510009766
41,64.47332763671875,52.853904724121094
42,64.40918731689453,52.66895294189453
43,64.41820526123047,52.50027084350586
44,64.37039947509766,52.64143753051758
45,64.37015533447266,52.65824890136719
46,64.2987289428711,53.11607360839844
47,64.2906265258789,52.94839096069336
48,64.30493927001953,52.91238784790039
