epoch,loss,val_loss
0,1256.0113525390625,1121.52294921875
1,1239.5682373046875,1118.3719482421875
2,1218.8375244140625,1114.25048828125
3,1190.1170654296875,1107.9384765625
4,1154.333251953125,1096.8897705078125
5,1107.9521484375,1079.0926513671875
6,1054.6920166015625,1052.6998291015625
7,991.4605102539062,1015.3036499023438
8,920.8450927734375,964.74755859375
9,844.43798828125,901.502197265625
10,765.8463134765625,827.0752563476562
11,689.1231689453125,746.469482421875
12,614.2445068359375,662.0828857421875
13,543.0027465820312,577.4110717773438
14,474.8945007324219,493.43927001953125
15,411.1424560546875,415.72930908203125
16,352.8802795410156,347.096435546875
17,301.6312561035156,287.9850158691406
18,257.5116882324219,240.04354858398438
19,220.06118774414062,201.56822204589844
20,188.7699737548828,170.4610137939453
21,162.86302185058594,146.0431365966797
22,141.6265869140625,126.63771057128906
23,124.35795593261719,111.33924865722656
24,110.76972198486328,99.04857635498047
25,99.7025375366211,89.76223754882812
26,90.96598815917969,82.64237976074219
27,84.85839080810547,77.10159301757812
28,79.7214584350586,73.12698364257812
29,75.56426239013672,69.4153060913086
30,72.82978820800781,66.94255828857422
31,71.01972198486328,66.09687042236328
32,69.56326293945312,63.620452880859375
33,68.28410339355469,62.56960678100586
34,67.36100769042969,62.383365631103516
35,66.57897186279297,61.940425872802734
36,66.1705322265625,60.50265121459961
37,65.91785430908203,60.23043441772461
38,65.5750961303711,61.149505615234375
39,65.27265930175781,59.76656723022461
40,65.10785675048828,59.300960540771484
41,64.85502624511719,59.28346633911133
42,64.66260528564453,59.977291107177734
43,64.77806854248047,60.46851348876953
44,64.7380599975586,59.764251708984375
45,64.5699691772461,60.219329833984375
46,64.42198944091797,58.953758239746094
47,64.52655029296875,57.80801773071289
48,64.51484680175781,58.04875946044922
49,64.25279998779297,59.201148986816406
50,64.14595031738281,58.94076919555664
51,64.20622253417969,58.19728088378906
52,64.34202575683594,58.67839050292969
