epoch,loss,val_loss
0,947.515869140625,801.5130004882812
1,944.8148193359375,801.3165283203125
2,942.1476440429688,801.08203125
3,939.4447021484375,800.7262573242188
4,936.6288452148438,800.2011108398438
5,933.6447143554688,799.47802734375
6,930.249755859375,798.5460205078125
7,926.8659057617188,797.3764038085938
8,923.1094360351562,795.9528198242188
9,919.1095581054688,794.3432006835938
10,914.7640380859375,792.5707397460938
11,909.8301391601562,790.7034301757812
12,905.0078735351562,788.7974243164062
13,899.4591674804688,786.8614501953125
14,893.730712890625,784.9596557617188
15,887.1265869140625,783.09130859375
16,879.9699096679688,781.1088256835938
17,872.2495727539062,779.1297607421875
18,864.125244140625,777.0596313476562
19,855.9442138671875,774.7586059570312
20,847.3489990234375,772.0995483398438
21,838.4285888671875,769.0985107421875
22,829.558349609375,765.6514282226562
23,820.2495727539062,761.5708618164062
24,811.1976318359375,757.346923828125
25,801.3836059570312,752.683837890625
26,791.8465576171875,747.5108642578125
27,781.2835693359375,741.9157104492188
28,771.4954223632812,736.2844848632812
29,761.0358276367188,730.129638671875
30,750.3717041015625,724.1159057617188
31,739.9472045898438,717.578857421875
32,729.9414672851562,710.5864868164062
33,719.6236572265625,703.5764770507812
34,709.09423828125,696.4312133789062
35,697.6619262695312,689.0205688476562
36,686.656982421875,681.6253051757812
37,676.3295288085938,674.004638671875
38,665.7750244140625,666.5889892578125
39,655.6399536132812,658.8011474609375
40,643.5946655273438,650.8250122070312
41,632.7344360351562,642.6231079101562
42,623.2040405273438,634.2151489257812
43,608.8780517578125,626.8280029296875
44,601.199951171875,619.0343017578125
45,591.0370483398438,610.3359375
46,579.2967529296875,600.951171875
47,570.3513793945312,592.2399291992188
48,559.993408203125,583.9677124023438
49,550.3251342773438,575.340576171875
50,539.17724609375,566.5244750976562
51,529.3763427734375,557.5568237304688
52,518.9180908203125,547.6201782226562
53,508.07989501953125,537.6600341796875
54,500.63397216796875,527.0206298828125
55,490.5273132324219,516.5689086914062
56,478.3217468261719,506.7201843261719
57,468.8424377441406,496.3472900390625
58,458.29058837890625,486.2361145019531
59,447.58770751953125,475.0075378417969
60,438.9469299316406,464.7565002441406
61,431.6192321777344,454.6818542480469
62,420.9437561035156,444.26947021484375
63,412.6824951171875,434.3513488769531
64,402.1294860839844,424.6468505859375
65,393.9913024902344,414.31207275390625
66,384.3513488769531,403.9225158691406
67,374.46307373046875,393.72735595703125
68,365.9425048828125,384.36114501953125
69,358.17034912109375,374.2104797363281
70,348.2406005859375,364.6065673828125
71,340.628662109375,354.95111083984375
72,330.45196533203125,345.9919128417969
73,321.9681701660156,336.66015625
74,313.84552001953125,327.1587219238281
75,302.843505859375,317.27484130859375
76,297.2646484375,308.005615234375
77,290.68768310546875,298.673095703125
78,281.0039367675781,289.5955810546875
79,273.3012390136719,280.90679931640625
80,263.4241943359375,272.54107666015625
81,257.2550964355469,263.8190612792969
82,250.34523010253906,255.2459259033203
83,244.32041931152344,246.38226318359375
84,236.56982421875,237.66441345214844
85,229.91102600097656,228.98841857910156
86,220.85409545898438,221.43333435058594
87,214.89443969726562,213.00083923339844
88,206.28451538085938,205.30796813964844
89,202.01290893554688,197.6971435546875
90,195.9949493408203,190.3357696533203
91,189.513671875,183.9771728515625
92,183.10862731933594,177.3942413330078
93,177.66236877441406,171.13238525390625
94,172.83627319335938,165.39724731445312
95,165.83261108398438,159.30406188964844
96,160.8510284423828,153.65675354003906
97,156.02052307128906,149.0001983642578
98,151.34829711914062,144.2897491455078
99,147.09439086914062,139.560302734375
100,143.1451416015625,135.31817626953125
101,139.4210205078125,131.22140502929688
102,135.2922821044922,127.59809112548828
103,131.98141479492188,124.13943481445312
104,128.53541564941406,121.15848541259766
105,124.88009643554688,118.09761810302734
106,122.38348388671875,115.2286605834961
107,119.69676971435547,112.24286651611328
108,116.4742660522461,109.81202697753906
109,113.92167663574219,107.38138580322266
110,111.35363006591797,104.84169006347656
111,109.21314239501953,102.48037719726562
112,106.44146728515625,100.43004608154297
113,104.12347412109375,98.39229583740234
114,102.74127197265625,96.26509857177734
115,100.59325408935547,94.49447631835938
116,99.03461456298828,92.70641326904297
117,96.94525909423828,90.95696258544922
118,95.28955841064453,89.23382568359375
119,93.66566467285156,87.70836639404297
120,92.75469970703125,86.17676544189453
121,91.07296752929688,84.86056518554688
122,89.85029602050781,83.40021514892578
123,88.31985473632812,82.20831298828125
124,87.00193786621094,81.01058197021484
125,85.99654388427734,79.73056030273438
126,84.85749816894531,78.56835174560547
127,83.96204376220703,77.52591705322266
128,83.23542785644531,76.43087005615234
129,81.73711395263672,75.34386444091797
130,81.33658599853516,74.34929656982422
131,80.14656066894531,73.29973602294922
132,79.37335205078125,72.5024642944336
133,78.7395248413086,71.70243835449219
134,78.1518783569336,70.88722229003906
135,77.489501953125,70.18016052246094
136,76.86909484863281,69.51358032226562
137,76.2579345703125,68.83879852294922
138,75.28858184814453,68.14710998535156
139,75.22789001464844,67.4732894897461
140,74.64916229248047,66.84874725341797
141,73.8993148803711,66.21812438964844
142,74.1899185180664,65.57027435302734
143,73.23843383789062,64.98421478271484
144,72.74930572509766,64.37290954589844
145,72.3545913696289,63.95356750488281
146,72.11688995361328,63.54182815551758
147,72.0776596069336,63.09477615356445
