epoch,loss,val_loss
0,958.2415771484375,786.0403442382812
1,862.043701171875,633.680908203125
2,682.75537109375,442.2532653808594
3,459.67462158203125,264.99957275390625
4,269.7378845214844,161.66357421875
5,159.0542449951172,109.6291275024414
6,105.78636932373047,80.3891372680664
7,83.38230895996094,65.05449676513672
8,75.89773559570312,59.943443298339844
9,74.0235595703125,56.779354095458984
10,73.62924194335938,56.64183044433594
11,73.56034088134766,55.80752944946289
12,73.5231704711914,56.094627380371094
13,73.5018310546875,55.77020263671875
14,73.45179748535156,55.05120849609375
15,73.48274230957031,55.361663818359375
16,73.44651794433594,55.54071807861328
17,73.41952514648438,54.564544677734375
18,73.41943359375,54.74920654296875
19,73.4256591796875,55.15041732788086
20,73.4275131225586,54.68589401245117
21,73.36952209472656,54.33528137207031
22,73.34796142578125,54.06673812866211
23,73.35888671875,54.70479965209961
24,73.33343505859375,55.658607482910156
25,73.34288787841797,54.588958740234375
26,73.34764862060547,54.762855529785156
27,73.30455780029297,55.156986236572266
