epoch,loss,val_loss
0,881.303955078125,592.7337036132812
1,597.5758056640625,263.8392333984375
2,357.7344665527344,192.6858673095703
3,234.2372283935547,172.0875701904297
4,184.43499755859375,154.49722290039062
5,167.31285095214844,142.8556671142578
6,157.8579559326172,136.0311737060547
7,152.65777587890625,130.99571228027344
8,148.9633026123047,128.35289001464844
9,146.58311462402344,125.33113098144531
10,144.13150024414062,124.84320068359375
11,142.8491668701172,124.29234313964844
12,141.9635467529297,126.00618743896484
13,140.92874145507812,124.88542938232422
14,140.1404571533203,124.6921157836914
15,139.68800354003906,124.97286224365234
16,138.80523681640625,123.8753890991211
17,138.68341064453125,124.843017578125
18,138.2846221923828,124.9076919555664
19,137.8745574951172,124.22171020507812
20,138.1572723388672,125.22968292236328
21,137.63311767578125,123.28264617919922
22,137.4563751220703,124.62743377685547
23,137.7161102294922,123.896484375
24,137.6300048828125,122.8260498046875
25,137.37509155273438,123.51807403564453
26,137.49545288085938,123.87324523925781
27,137.3674774169922,122.27739715576172
28,137.26707458496094,122.9532241821289
29,137.37095642089844,124.2376708984375
30,137.30618286132812,122.21519470214844
31,137.35317993164062,122.3675765991211
32,137.18756103515625,122.37016296386719
33,137.23178100585938,122.86689758300781
34,137.00027465820312,121.35367584228516
35,137.30271911621094,121.70804595947266
36,137.00979614257812,123.32177734375
37,136.9297332763672,121.89812469482422
38,137.09048461914062,122.27733612060547
39,137.11236572265625,122.71694946289062
