epoch,loss,val_loss
0,1424.703857421875,876.8494873046875
1,736.758056640625,253.64295959472656
2,325.9850158691406,229.3621826171875
3,217.02630615234375,188.469970703125
4,189.4226837158203,176.17202758789062
5,182.61630249023438,163.88075256347656
6,180.04611206054688,157.6292266845703
7,178.68772888183594,158.16554260253906
8,177.7901611328125,153.3256378173828
9,177.294921875,156.26742553710938
10,176.8006134033203,157.09222412109375
11,176.91513061523438,151.2213134765625
12,176.40248107910156,150.62025451660156
13,175.98912048339844,152.27081298828125
14,176.01136779785156,151.6214599609375
15,176.03390502929688,150.5391387939453
16,175.77915954589844,150.5920867919922
17,175.9514923095703,151.13783264160156
18,175.26199340820312,153.82652282714844
19,175.4649200439453,150.5847625732422
20,175.35855102539062,150.8138427734375
